正文,真实值,预测值
目的 报道 种植 治疗 中 发生 氯己 定致 过敏性 休克 一例 评估 氯己 口腔 临床 中 风险 探讨 预防措施 药物 方法 北京大学 口腔医院 种植 科 患者 一例 醋酸 氯 已定 药液 冲洗 手术 区后 发生 过敏性 休克 临床表现 抢救 后续 治疗 过程 阐述 查阅 氯己 定致 过敏反应 文献 报道 综合 评估 风险 讨论 预防措施 氯己 口腔 临床 中 过敏反应 导致 副作用 罕有 报道 尚未 重视 结论 氯己 定致 过敏性 休克 发生 迅猛 危及 生命 应 足够 重视 监控 统计 氯己 过敏 病例 评估 风险 临床意义,0,[0.00048135]
苗药口 含液 固定 正畸 牙龈炎 治疗 观察 中医药 治疗 固定 正畸 牙龈炎 患者 中 价值 方法 选取 年 贵阳 中医 附院 口腔科 固定 正畸 治疗 例 固定 正畸 治疗 牙龈炎 患者 年龄 岁 随机 分为 观察 组和 对照组 每组 例 两组 患者 给予 口腔卫生 知识 宣教 正确 刷牙 方法 指导 对照组 生理盐水 含漱 含 药物 牙膏 刷牙 观察 组 患者 苗药口 含液 漱口 含 药物 牙膏 刷牙 两组 患者 治疗 菌斑指数 牙龈 指数 临床 疗效 观察 组 患者 治疗 改善 优于 对照组 两组 之间 差异 统计学 意义 总 有效率 高于 对照组 结论 固定 正畸 牙龈炎 患者 选择 中医药 治疗 降低 苗药口 含液 疗效,1,[0.98929346]
目的 探究 老年 患者 行 口腔 修复 治疗 临床 效果 方法 选取 年 月 年 月 本科 收治 例 老年 口腔疾病 患者 研究 对象 口腔 检查 病情 选择 治疗 方式 考察 治疗 临床 效果 患者 为期 年 随访 发现 例 男性 患者 中 痊愈 例 显效 例 例 临床 总 有效率 例 女性 患者 中 痊愈 例 显效 例 例 临床 总 有效率 结论 老年 口腔 患者 行 口腔 修复 效果 值得 借鉴,0,[0.0060479]
食品 口腔 中 呈现 感官 质构 特性 消费者 选择 食物 指导作用 食品 感官 质构 评价 感官 质构 评价 方法 口腔 动力学 特性 影响 食物 口感 因素 食物 种类 状态 食物 力学 特性 生理学 心理学 因素 口中 过程 营养 健康 关系 介绍 旨在 口腔 结构 食品 间 相互作用 食品 特性 阐述 明晰 食品 质构 感官 间 开发 营养 健康 口感 较佳 新型 食品 提供 参考,0,[6.548918e-05]
目的 探究 口腔 内科 常见疾病 诊断 措施 方法 回顾 分析 例 口腔 内科 常见病 多发病 类型 诊断 治疗 效果 例 患者 中 牙髓 病 例 牙周病 例 口腔粘膜 病 例 龋齿 例 治疗 例 治愈 治愈率 结论 口腔 内科 常见疾病 类型 病情 对腔 内科 常见病 多发病 临床 诊治 研究 意义,0,[7.786672e-05]
免疫 机理 不断深入 口腔 全身 疾病 关系 越来越 受 关注 现 超敏反应 疾病 免疫病 免疫 缺陷 病 器官移植 排斥 肿瘤 类 口腔 皮肤 共患 免疫性 疾病 临床表现 简要 阐述 类 疾病 指导性 诊疗 建议 论述 临床 医生 提供,0,[6.853133e-05]
目的 探究 三维 重建 口腔 正畸 中 效果 方法 选取 年 月 年 月 我院 接受 例 口腔 正畸 患者 研究 对象 随机 分 对照组 治疗 组 对照组 采用 常规性 扫描 方式 治疗 组 采用 三维 重建 方式 两组 诊断 效果 分析 本次 研究 中 治疗 组 畸形 检出率 高于 对照组 两组 各类 畸形 检出率 差异 统计学 意义 结论 三维 重建 口腔 正畸 中有 作用 展示 牙体 表面 立体 结构 牙齿 正畸 治疗 临床 指导意义 值得 临床 推广应用,1,[0.9618751]
背景 国内外 颅底 卵 圆孔 穿刺 定位问题 研究 定位 方法 术者 经验 高 缺乏 个体化 量化 参数 目的 建立 颅底 卵 圆孔 三维 可视化 数字模型 探索 经皮 穿刺 颅底 卵 圆孔 治疗 三叉神经痛 手术 穿刺 路径 穿刺 深度 探索 个体化 治疗 三叉神经痛 方法 方法 获取 健康 男性 志愿者 头颅 图像 导入 三维重建 软件 生成 颅骨 皮肤 三维 可视化 模型 利用 模型 设计 卵 圆孔 穿刺 路径 绘制 颅底 卵 圆孔 穿刺 定位仪 初步 模型 结论 采用 扫描 图像 软件 建立 颅底 卵 圆孔 穿刺 路径 三维 可视化 数字模型 临床教学 提供 可靠 解剖 资料 颅骨 卵 圆孔 穿刺 手术 模拟 奠定 基础 颅底 卵 圆孔 穿刺 路径 三维 模型 基础 进针 点 靶点 中 点 穿刺 参照 点 点 围成 三角形 平面 定位平面 以此 主要参数 设计 定位仪 结构 简单 操作 定位精度 高 医患 射线 暴露 时间 短 模拟 层面 颅底 卵 圆孔 穿刺 进针 深度 进针 方向 精确化 个体化,0,[7.00307e-06]
目的 观察 评价 中药 速效 口腔溃疡 散 蒙药 嘎木珠尔 联合 治疗 复发性 口腔溃疡 中 临床 效果 方法 选取 呼和浩特 口腔医院 治疗 复发性 口腔溃疡 患者 例 采用 随机 方法 分成 两组 一组 采用 同仁堂 速效 口腔溃疡 散 一组 采用 速效 口腔溃疡 散 蒙药 嘎木珠尔 联合 治疗 治疗 方法 临床 治疗 效果 统计分析 中药 速效 口腔溃疡 散 蒙药 嘎木珠尔 联合 治疗 复发性 口腔溃疡 单一 用药 相 效果 疗程 缩短 患者 疼痛 减轻 联合 治疗 好于 单一 用药 结论 联合 治疗 复发性 口腔溃疡 一种 较为理想 选择,1,[0.98436534]
目的 新疆 维吾尔族 患者 牙齿 磨耗 影响 因素 预防 控制 牙齿 病理性 磨耗 宣传教育 干预 研究 工作 提供 科学依据 方法 采用 整群 抽样 方法 现场 问卷调查 口腔 健康 情况 调查 采用 因素 因素 回归 分析 影响 因素 非 条件 回归 分析 发现 性别 年龄段 全身 情况 咬合 关系 刷牙 习惯 偏侧 咀嚼 习惯 喜食 硬 食物 碳酸 饮料 牙齿 磨损 程度 因素 非 条件 回归 分析 结果显示 患者 年龄 不良 饮食习惯 生活习惯 影响 牙齿 磨耗 影响 因素 结论 新疆 乌鲁木齐市 维吾尔族 患者 牙齿 磨耗 发病率 高 中老年人 群 应 牙齿 磨耗 相关 知识 宣传教育 重点对象 纠正 不良 刷牙 习惯 饮食习惯 提高 患者 牙齿 磨耗 正确认识 预防 发生,0,[2.0972893e-05]
目的 调查 分析 嘉峪关市 例 妊娠期 妇女 口腔 保健知识 认知 水平 口腔 健康 教育 需求 状况 本市 妊娠期 妇女 口腔 保健 提供 方法 采用 随机抽样 方法 问卷调查 妊娠期 妇女 口腔 保健知识 认知 水平 口腔 保健知识 宣教 用后 发放 调查 问卷 两次 数据 统计学 分析 研究 对象 初次 调查 时 每次 刷牙 时间 分钟 占 牙线 清洁 牙间隙 占 怀孕 牙龈 出血 症状 口腔疾病 接受 健康 教育 调查 口腔 保健知识 认知 水平 程度 提高 两次 调查结果 差异 统计学 意义 结论 嘉峪关市 妊娠期 妇女 口腔 保健知识 认知 水平 有限 应 妊娠期 口腔 健康 宣教 指导 提高 妊娠期 妇女 整体健康 水平,0,[0.01558082]
目的 研究 分析 口腔 正畸 固定 矫治器 治疗 时 患者 牙釉质 脱矿 情况 情况 原因 方法 年 我院 接收 例 接受 正畸 固定 矫治器 治疗 患者 研究 患者 发生 牙釉质 脱矿 几率 牙位 分析 共有 例 固定 矫治 患者 发生 程度 牙釉质 脱矿 发病率 上颌 发 牙齿 脱矿率 高于 下颌 牙齿 脱矿率 两者之间 差异 统计学 意义 结论 临床 中 接受 正畸 固定 矫治器 治疗 患者 牙釉质 脱矿 情况 患者 危害 情况 预防 患者 牙釉质 脱矿 降低 情况 发生 几率,0,[0.0016455]
目的 四川省 疾病 预防 控制 疾控 机构 口腔疾病 防控 人员 设备 能力 口腔卫生 工作 情况 构建 完善 口腔疾病 防控 体系 提供 方法 四川省 疾控 机构 培训 合格 调查员 辖区 口腔卫生 资源 工作 情况 普查 利用 中国 疾控中心 流行病学 动态数据 采集 平台 网络 直报 方式 填报 调查 问卷 采集 数据 采用 软件 调查结果 统计分析 全省 平均 每万 人口 拥有 家 提供 口腔卫生 服务 医疗机构 名 口腔 医生 全省 疾 控系统 中 承担 口腔卫生 工作 人员 占 系统 人员 疾控中心 负责 口腔卫生 工作 部门 家疾控 机构 隶属 口腔 门诊 口腔 临床 诊疗 工作 县 区级 市州级 疾控 机构 辖区 口腔 健康 指标 不到 疾控 机构 数据 利用 协助 卫生 行政部门 制定 政策 结论 四川省 疾 控系统 口腔 工作 覆盖面 不全 口腔 医师 资源 应 加大 口腔卫生 工作 重视 支持 力度,0,[0.00030119]
目的 探析 口腔 正畸 治疗 颞 下颌 关节 疾病 临床 影响 方法 选取 采用 正畸 治疗 例 患者 研究 对象 患者 指数 分为 对照组 例 观察 组 例 对照组 颞 颌 关节 症状 观察 组均 局部 症状 观察 两组 患者 治疗 过程 中 颞 下颌 关节 疾病 发生率 依次 治疗 前 治疗 过程 中 治疗 观察 两组 病例 关节盘 移位 关节 间隙 线距 情况 两组 患者 正畸 治疗 过程 中 颞 下颌 关节 疾病 发生率 差异 观察 组 关节盘 移位 情况 高于 对照组 治疗 过程 中 关节盘 移位 情况 加重 关节 前 间隙 增加 关节 间隙 间隙 降低 结论 正畸 治疗 过程 中 发生 颞 下颌 关节 疾病 颞颌 关节 症状 患者 临床 风险 更高 正畸 治疗 前 需 颞颌 关节 评估,0,[0.16744038]
目的 观察 清胃 败毒 配合 西医 常规 疗法 治疗 复发性 口腔溃疡 临床 疗效 方法 例 患者 随机 分为 对照组 观察 组 例 对照组 冰硼散 涂敷 溃疡面 喹氯铵 含片 含服 转移因子 胶囊 口服 甘草 锌 颗粒 观察 组在 对照组 基础 上加 服清胃 败毒 剂 组 疗程 周 有序 资料 χ 检验 分析 观察 组 疗效 优于 对照组 治疗 天 疼痛 评分 症状 体征 评分 治疗 前 下降 溃疡 面积 充血 面积 治疗 前 缩小 治疗 观察 组 疼痛 评分 症状 体征 评分 低于 对照组 溃疡 面积 充血 面积 小于 对照组 治疗 月 对照组 复发 例 复发率 观察 组 复发 例 复发率 观察 组 复发率 低于 对照组 结论 清胃 败毒 配合 西医 常规 疗法 治疗 近期 远期 疗效 良好效果 优于 西医 常规 疗法,1,[0.9922003]
目的 调查 口腔 门诊患者 就医 满意度 情况 研究 认知 风格 牙科 焦虑 口腔 门诊患者 就医 满意度 影响 方法 选用 情况 调查表 改良 牙科 焦虑 量表 认知 方式 镶嵌 图形 测验 名 口腔 门诊患者 问卷调查 名 样本 中 就医 满意 占 患者 回答 满意 口腔 门诊患者 牙科 焦虑 牙科 焦虑 场 依存 型 认知 风格 患者 焦虑 情绪 及场 独立型 患者 就医 满意度 低 值 差异 统计学 意义 相关 分析 结果显示 认知 风格 就医 满意度 正 相关 焦虑 情绪 就医 满意度 呈 负相关 认知 风格 焦虑 情绪 呈 负相关 关系 结论 认知 风格 牙科 焦虑 影响 口腔 门诊患者 就医 满意度 心理因素,0,[6.865077e-05]
目的 观察 昆山市 锦华 幼儿园 儿童 龋齿 预防 效果 方法 选取 昆山市 锦华 幼儿园 岁 儿童 例 观察 对象 随机 分为 观察 组和 对照组 年 月 例 幼儿园 儿童 龋齿 检查和 调查 问卷 填写 对照组 施行 常规 口腔 保健 教育 观察 组在 此基础 儿童 口腔 保健 教育 口腔 保健 习惯 培养 年 月 复检 填写 调查 问卷 两组 儿童 差异 年 观察 组患 龋 率 年 差异 统计学 意义 龋 降低 龋齿 充填 率 升高 年 观察 组 患 龋 率 龋齿 补牙 数 龋 低于 对照组 龋齿 充填 率 高于 对照组 年 观察 组 儿童 口腔 保健 意识 上均 优于 年 观察 组在 刷牙 率 家长 监督 刷牙 情况 下均 优于 对照组 吃 甜食 比率 低于 对照组 医院 口腔 检查 比率 高于 对照组 结论 幼儿园 岁 儿童 口腔卫生 健康 教育 口腔卫生 习惯 养成 预防 龋齿 发生,1,[0.9751731]
正 前牙 散 间隙 临床 多见 常用 治疗 方法 正畸 矫正 牙 贴面 或冠 修复 充填 治疗 修复 效果 差异 较大 作者 年 月 采用 纳米 光固化 树脂 微创 法 修复 前 牙间隙 临床 效果 现报 临床 资料 资料 收集 年 月 年 月 我科 收治 前牙 散 间隙 患者 例 颗牙 男 例 颗牙 女 例 颗牙 年龄 岁,0,[0.00052083]
目的 研究 伊犁 黑蜂 蜂胶 口腔 常见 龋 细菌 生物膜 生长 影响 观察 防龋 效果 方法 液体 稀释 法测定 伊犁 黑蜂 蜂胶 口腔 常见 龋 菌 最小 抑菌 浓度 最小 杀菌 浓度 生物膜 抑制 试验 测定 伊犁 黑蜂 蜂胶 口腔 常见 龋 菌 最小 生物膜 抑制 浓度 结晶 紫 染色法 测定 伊犁 黑蜂 蜂胶 口腔 常见 龋 菌 最小 生物膜 清除 浓度 伊犁 黑蜂 蜂胶 变形 链球菌 远缘 链球菌 嗜 酸乳 杆菌 血 链球菌 粘性 放线菌 内氏 放线菌 最低 抑菌 浓度 最低 杀菌 浓度 伊犁 黑蜂 蜂胶 变形 链球菌 远缘 链球菌 血 链球菌 粘性 放线菌 内氏 放线菌 伊犁 黑蜂 蜂胶 变形 链球菌 远缘 链球菌 血 链球菌 粘性 放线菌 内氏 放线菌 结论 伊犁 黑蜂 蜂胶 口腔 龋 细菌 生长 抑制作用 抑制 龋 细菌 单菌 生物膜 清除 作用 防龋 效果 天然 药物,0,[9.4115916e-05]
目的 探讨 全程 优质 护理 模式 口腔 颌面 外科手术 患者 住院 满意度 及负 性心理 情绪 影响 方法 例在 我院 接受 口腔 颌面 外科手术 患者 随机 分为 试验 组和 对照组 例 试验 组 给予 全程 优质 护理 对照组 给予 传统 护理 两组 患者 手术 前及 出院 时 焦虑 抑郁 情绪 评分 试验 组较 对照组 满意度 升高 护理 评分 对照组 降低 差异 统计学 意义 结论 优质 护理 模式 口腔 颌面 外科手术 患者 提高 住院 满意度 减少 其负 性心理 情绪,1,[0.99834895]
目的 评价 三种 下颌骨 方式 舌癌 联合 根治术 中 临床 效果 方法 收集 随访 年 月 年 月 例 舌癌 病例 分为 三组 组 例行 下颌骨 节段 性 切除术 组 例行 下颌骨 矩形 切除术 组 例行 保留 完整 牙列 下颌骨 术式 评价 舌癌 联合 根治术 中 下颌骨 方式 可行性 观察 手术 效果 术后 随访 月 例 舌癌 患者 中 局部 复发 例 颈部 淋巴结 转移 例 远处 转移 例 同侧 下颌骨 颊 舌侧 龈 黏膜 切口 保留 下颌骨 肿瘤 复发 下颌骨 方式 舌癌 术后 复发率 复发 部位 关系 差异 统计学 意义 组 患者 术后 口腔 功能 恢复 结论 舌癌 原发灶 未 侵犯 下颌骨 及舌侧 黏 骨膜 时 下颌骨 矩形 切除术 式 优于 下颌骨 节段 性 切除术 保留 完整 牙列 下颌骨 术式 临床 评价 优于 下颌骨 矩形 切除术,0,[0.00639604]
真性 口臭 分为 生理性 病理性 口臭 病变 部位 病理性 口臭 分为 口源性 口臭 非口源性 口臭 非口源性 口臭 分为 胃源性 口臭 肠源性 口臭 呼吸系统 原因 口臭 口臭 人体 口腔 局部 健康 状态 全身性 疾病 口腔 中 表现 疾病 类型 口臭 口臭 类型 有助于 疾病 诊断 治疗 系统 研究 口臭 病因 分类 有助于 口臭 疾病 关系 本文 口臭 病因 分类 疾病 关系 系统 综述,0,[0.00022893]
目的 分析 研究 美容 牙 医学 口腔 修复 门诊 中 效果 方法 选取 年 月 年 月 口腔 修复 患者 例 双盲 随机 方法 分为 对照组 例 观察 组 例 对照组 采用 常规 口腔 修复 方法 行 牙齿 修复 观察 组在 常规 口腔 修复 基础 美学 相结合 行 牙齿 修复 两组 患者 牙齿 修复 效果 治疗 时间 费用 项 指标 观察 组 患者 牙齿 修复 优良率 高于 对照组 两组 患者 治疗 时间 治疗 费用 差异 结论 美容 牙 医学 口腔 修复 门诊患者 治疗 中 牙齿 生物力学 原则 基础 美学 原理 牙齿 实用性 患者 审美 需求 提高 患者 自信心 意义,1,[0.982404]
目的 分析 无牙颌 患者 口腔 固有 条件 全口义齿 修复 效果 影响 方法 随机 选取 附属 医院 年 月 年 月 期间 行 全口义齿 修复 患者 例 例 患者 佩带 全口义齿 经历 例 患者 佩带 全口义齿 经历 患者 相关 口腔 检查 唾液 量 颌弓 水平 位置 牙槽 嵴 条件 患者 满意度 调查 问卷 患者 满意度 高 组间 差异 统计学 意义 患者 咀嚼 能力 受牙槽 嵴 条件 影响 全口义齿 舒适度 唾液 量 而颌弓 水平 位置 关系 舒适性 语言 密切关系 结论 无牙颌 患者 口腔 固有 条件 影响 全口义齿 修复 效果,0,[0.00296844]
目的 探讨 正畸 治疗 口腔 修复 中 价值 方法 选取 职工 医院 收治 例牙列 间隙 口腔 修复 患者 常规 牙周 夹板 固定 治疗 对照组 正畸 治疗 观察 组 两组 临床 效果 患者 满意 程度 评估 观察 组 治疗 效果 总 有效率 优于 对照组 观察 组 患者 满意 程度 优于 对照组 差异 统计学 意义 结论 口腔 修复 正畸 技术 治疗 效果 保证 牙齿 美观 高 价值,0,[0.01086878]
